,name,company,year,selling_price,km_driven,fuel,seller_type,transmission,owner
297,Ford Figo Aspire,Ford,2017,530000,10832,Petrol,Dealer,Manual,First Owner
298,Ford Figo Aspire,Ford,2018,624000,14681,Diesel,Dealer,Manual,First Owner
299,Hyundai i10 Era,Hyundai,2009,250000,50000,Petrol,Individual,Manual,First Owner
300,Mahindra Bolero SLX,Mahindra,2016,585000,51000,Diesel,Dealer,Manual,First Owner
301,Hyundai Verna 1.4,Hyundai,2015,500000,25000,Petrol,Individual,Manual,First Owner
302,Chevrolet Sail 1.2,Chevrolet,2014,350000,30000,Petrol,Individual,Manual,First Owner
303,Honda City i-DTEC,Honda,2014,495000,80000,Diesel,Dealer,Manual,First Owner
304,Hyundai Grand i10,Hyundai,2017,500000,50000,Petrol,Individual,Manual,First Owner
305,Mahindra Bolero Power,Mahindra,2015,430000,200000,Diesel,Individual,Manual,First Owner
306,Hyundai Grand i10,Hyundai,2013,345000,44000,Petrol,Dealer,Manual,First Owner
307,Maruti Baleno Sigma,Maruti,2015,500000,10000,Petrol,Individual,Manual,First Owner
308,Tata Tiago 1.2,Tata,2019,425000,19600,Petrol,Individual,Manual,First Owner
309,Maruti Wagon R,Maruti,2005,80000,40000,Petrol,Individual,Manual,Second Owner
310,Chevrolet Beat Diesel,Chevrolet,2011,106000,50000,Diesel,Individual,Manual,First Owner
311,Maruti A-Star Vxi,Maruti,2009,180000,46730,Petrol,Individual,Manual,First Owner
312,Datsun GO A,Datsun,2015,250000,40000,Petrol,Individual,Manual,Second Owner
313,Skoda Yeti Ambition,Skoda,2011,350000,80000,Diesel,Individual,Manual,First Owner
314,Maruti Zen LXi,Maruti,2002,60000,80000,Petrol,Individual,Manual,Second Owner
315,Hyundai Verna CRDi,Hyundai,2018,900000,24000,Diesel,Individual,Manual,First Owner
316,Ford Aspire Titanium,Ford,2017,700000,21170,Diesel,Dealer,Manual,First Owner
317,BMW 3 Series,BMW,2013,2000000,167223,Diesel,Dealer,Automatic,First Owner
318,Maruti Ertiga SHVS,Maruti,2017,1000000,40000,Diesel,Individual,Manual,First Owner
319,BMW X1 sDrive,BMW,2011,1375000,60000,Diesel,Individual,Automatic,First Owner
320,Toyota Innova Crysta,Toyota,2016,1800000,141440,Diesel,Dealer,Manual,First Owner
321,Chevrolet Tavera Neo,Chevrolet,2007,160000,120000,Diesel,Individual,Manual,Third Owner
322,Mitsubishi Outlander 2.4,Mitsubishi,2012,525000,140000,Petrol,Individual,Automatic,First Owner
323,Mahindra XUV500 W8,Mahindra,2012,850000,212814,Diesel,Dealer,Manual,First Owner
324,Maruti Baleno Alpha,Maruti,2019,800000,30000,Diesel,Individual,Manual,First Owner
325,Ford Figo Aspire,Ford,2017,700000,88635,Diesel,Dealer,Manual,First Owner
326,Maruti Swift Dzire,Maruti,2018,800000,25000,Diesel,Individual,Manual,First Owner
327,Hyundai i20 1.2,Hyundai,2017,575000,20000,Petrol,Individual,Manual,Second Owner
328,Renault Duster 110PS,Renault,2012,350000,110000,Diesel,Individual,Manual,Second Owner
329,Maruti Swift Vdi,Maruti,2008,250000,120000,Diesel,Individual,Manual,Third Owner
330,Ford Endeavour Titanium,Ford,2011,600000,149674,Diesel,Dealer,Manual,Second Owner
331,Mahindra Scorpio 2.6,Mahindra,2007,370000,100000,Diesel,Individual,Manual,Third Owner
332,Maruti Baleno Vxi,Maruti,2006,80000,120000,Petrol,Individual,Manual,Third Owner
333,Tata Indica DLX,Tata,2003,50000,120000,Diesel,Individual,Manual,Second Owner
334,Hyundai Verna CRDi,Hyundai,2018,900000,25000,Diesel,Individual,Manual,First Owner
335,Maruti Wagon R,Maruti,2014,300000,35000,Petrol,Individual,Manual,Second Owner
336,Tata Indica LSI,Tata,2002,125000,40000,Petrol,Individual,Manual,First Owner
337,Maruti Swift Dzire,Maruti,2015,490000,60000,Diesel,Individual,Manual,Second Owner
338,Toyota Etios Liva,Toyota,2012,300000,50000,Diesel,Individual,Manual,Second Owner
339,Tata Nano STD,Tata,2013,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner
340,Hyundai Grand i10,Hyundai,2016,350000,25000,Petrol,Individual,Manual,First Owner
341,Hyundai Grand i10,Hyundai,2019,755000,8000,Diesel,Individual,Manual,First Owner
342,Maruti Ertiga SHVS,Maruti,2017,720000,60000,Diesel,Individual,Manual,First Owner
343,Mahindra Bolero SLX,Mahindra,2006,229999,200000,Diesel,Individual,Manual,Third Owner
344,Mahindra Scorpio S7,Mahindra,2018,1100000,20000,Diesel,Individual,Manual,First Owner
345,Volkswagen Polo Petrol,Volkswagen,2013,400000,100000,Petrol,Individual,Manual,First Owner
346,Hyundai Xcent 1.1,Hyundai,2015,350000,70000,Diesel,Individual,Manual,Second Owner
347,Chevrolet Beat Diesel,Chevrolet,2012,159000,68000,Diesel,Dealer,Manual,First Owner
348,Maruti Swift ZXi,Maruti,2017,550000,38000,Petrol,Dealer,Manual,First Owner
349,Maruti Ritz VDi,Maruti,2013,335000,80000,Diesel,Dealer,Manual,First Owner
350,Tata Indigo CS,Tata,2014,185000,72000,CNG,Dealer,Manual,First Owner
351,Maruti Eeco 5,Maruti,2012,229999,75000,CNG,Dealer,Manual,First Owner
352,Maruti Estilo LXI,Maruti,2014,225000,43000,Petrol,Dealer,Manual,First Owner
353,Maruti Swift VXI,Maruti,2007,250000,120000,Petrol,Individual,Manual,Second Owner
354,Tata Zest Quadrajet,Tata,2015,400000,100000,Diesel,Individual,Manual,First Owner
355,Maruti Swift VDI,Maruti,2014,470000,163000,Diesel,Individual,Manual,First Owner
356,Maruti Alto K10,Maruti,2018,300000,25000,Petrol,Individual,Automatic,First Owner
357,Maruti Alto LX,Maruti,2011,145000,25000,Petrol,Individual,Manual,First Owner
358,Maruti SX4 Vxi,Maruti,2007,100000,90000,Petrol,Individual,Manual,Second Owner
359,Mahindra Scorpio SLE,Mahindra,2014,500000,70000,Diesel,Individual,Manual,Second Owner
360,Hyundai Santro Xing,Hyundai,2010,130000,98000,CNG,Individual,Manual,Second Owner
361,Chevrolet Cruze LTZ,Chevrolet,2010,240000,81925,Diesel,Individual,Manual,First Owner
362,Ford Figo Diesel,Ford,2013,150000,80000,Diesel,Individual,Manual,Second Owner
363,Renault KWID RXT,Renault,2017,270000,40000,Petrol,Individual,Manual,First Owner
364,Maruti Swift Dzire,Maruti,2014,400000,90000,Diesel,Individual,Manual,First Owner
365,Hyundai EON Era,Hyundai,2012,200000,46000,Petrol,Individual,Manual,First Owner
366,Mahindra XUV500 W6,Mahindra,2012,550000,80000,Diesel,Individual,Manual,First Owner
367,Renault KWID 1.0,Renault,2018,325000,35000,Petrol,Individual,Manual,First Owner
368,Skoda Rapid 1.5,Skoda,2017,860000,82080,Diesel,Individual,Automatic,First Owner
369,Mahindra XUV500 W8,Mahindra,2012,600000,200000,Diesel,Individual,Manual,First Owner
370,Chevrolet Spark 1.0,Chevrolet,2009,125000,70000,Petrol,Individual,Manual,First Owner
371,Maruti 800 AC,Maruti,2000,60000,40000,Petrol,Individual,Manual,Third Owner
372,Chevrolet Tavera Neo,Chevrolet,2010,300000,120000,Diesel,Individual,Manual,Third Owner
373,Ford Fiesta 1.6,Ford,2007,190000,60000,Petrol,Individual,Manual,Third Owner
374,Maruti Ertiga VDI,Maruti,2013,400000,110000,Diesel,Individual,Manual,First Owner
375,Tata Manza Aura,Tata,2011,260000,97000,Diesel,Individual,Manual,Second Owner
376,Maruti Swift VVT,Maruti,2017,400000,30000,Petrol,Individual,Manual,First Owner
377,Hyundai i20 Sportz,Hyundai,2010,250000,40000,Petrol,Individual,Manual,First Owner
378,Hyundai Grand i10,Hyundai,2019,600000,10000,Petrol,Individual,Manual,First Owner
379,Maruti Zen Estilo,Maruti,2010,175000,52047,Petrol,Individual,Manual,First Owner
380,Toyota Innova 2.5,Toyota,2011,450000,200000,Diesel,Individual,Manual,Third Owner
381,Tata Tiago 1.2,Tata,2019,350000,15000,Petrol,Individual,Automatic,Second Owner
382,Maruti Vitara Brezza,Maruti,2018,800000,50000,Diesel,Individual,Manual,First Owner
383,Maruti Swift VXI,Maruti,2011,250000,70000,Petrol,Individual,Manual,Second Owner
384,Maruti Swift VXI,Maruti,2019,600000,10000,Petrol,Individual,Manual,First Owner
385,Maruti Swift VDI,Maruti,2017,600000,90000,Diesel,Individual,Manual,First Owner
386,Maruti Alto 800,Maruti,2016,130000,40000,Petrol,Individual,Manual,First Owner
387,Maruti Wagon R,Maruti,2006,90000,62009,Petrol,Individual,Manual,Second Owner
388,Hyundai i20 Active,Hyundai,2017,595000,33100,Petrol,Individual,Manual,Second Owner
389,Hyundai EON Era,Hyundai,2014,190000,40000,Petrol,Individual,Manual,Second Owner
390,Hyundai Santro GLS,Hyundai,1999,50000,120000,Petrol,Individual,Manual,Second Owner
391,Maruti Wagon R,Maruti,2007,95000,80000,Petrol,Individual,Manual,First Owner
392,Tata Safari Storme,Tata,2016,1000000,70000,Diesel,Individual,Manual,First Owner
393,Mahindra Scorpio REV,Mahindra,2006,220000,220000,Petrol,Individual,Manual,Second Owner
394,Mahindra Bolero SLX,Mahindra,2010,400000,50000,Diesel,Individual,Manual,First Owner
395,Datsun GO Plus,Datsun,2015,315000,45000,Petrol,Individual,Manual,Second Owner
396,Toyota Fortuner 4x4,Toyota,2014,1000000,110000,Diesel,Individual,Manual,First Owner
397,Ford Ecosport 1.5,Ford,2014,500000,49000,Diesel,Individual,Manual,First Owner
398,Mahindra XUV500 W11,Mahindra,2018,1600000,35000,Diesel,Individual,Automatic,First Owner
399,Mahindra Supro VX,Mahindra,2017,500000,160000,Diesel,Individual,Manual,First Owner
400,Maruti Alto LX,Maruti,2007,70000,180000,Petrol,Individual,Manual,Third Owner
401,Maruti 800 AC,Maruti,2007,105000,60000,Petrol,Individual,Manual,Second Owner
402,Ford Endeavour 2.5L,Ford,2008,400000,110000,Diesel,Individual,Manual,Third Owner
403,Maruti Wagon R,Maruti,2004,80000,60000,Petrol,Individual,Manual,Third Owner
404,Maruti Alto 800,Maruti,2016,300000,30000,Petrol,Individual,Manual,First Owner
405,Mahindra KUV 100,Mahindra,2017,409999,40000,Diesel,Individual,Manual,First Owner
406,Maruti Swift Glam,Maruti,2009,250000,70000,Petrol,Individual,Manual,First Owner
407,Tata New Safari,Tata,2010,250000,120000,Diesel,Individual,Manual,Second Owner
408,Maruti Swift Dzire,Maruti,2012,215000,80000,Diesel,Individual,Manual,Third Owner
409,Toyota Fortuner 4x4,Toyota,2015,1400000,120000,Diesel,Individual,Manual,First Owner
410,Honda Brio 1.2,Honda,2018,475000,20000,Petrol,Individual,Manual,First Owner
411,Honda Brio 1.2,Honda,2018,475000,22000,Petrol,Individual,Manual,First Owner
412,Chevrolet Spark 1.0,Chevrolet,2008,75000,35000,Petrol,Individual,Manual,Second Owner
413,Chevrolet Sail Hatchback,Chevrolet,2013,200000,120000,Diesel,Individual,Manual,Second Owner
414,Tata Tiago NRG,Tata,2019,575000,8000,Petrol,Individual,Manual,First Owner
415,Maruti Ritz VDi,Maruti,2011,150000,40000,Diesel,Individual,Manual,Second Owner
416,Maruti Vitara Brezza,Maruti,2018,850000,10000,Diesel,Individual,Manual,First Owner
417,Hyundai Santro Era,Hyundai,2019,350000,30000,Petrol,Individual,Manual,First Owner
418,Ford Endeavour 2.5L,Ford,2011,550000,54000,Diesel,Individual,Manual,Second Owner
419,Hyundai Verna 1.4,Hyundai,2017,330000,80577,Petrol,Individual,Manual,First Owner
420,Honda City i-DTEC,Honda,2017,1044999,25000,Diesel,Individual,Manual,First Owner
421,Hyundai Verna 1.6,Hyundai,2011,300000,127500,Diesel,Individual,Manual,Second Owner
422,Hyundai EON D,Hyundai,2015,235000,40903,Petrol,Dealer,Manual,First Owner
423,Ford Figo Petrol,Ford,2011,120000,60000,Petrol,Individual,Manual,Third Owner
424,Maruti Wagon R,Maruti,2004,130000,46000,Petrol,Individual,Manual,First Owner
425,Ford Endeavour 4x4,Ford,2004,275000,22288,Diesel,Dealer,Manual,Second Owner
426,Volkswagen Jetta 2.0,Volkswagen,2011,270000,180000,Diesel,Individual,Manual,Second Owner
427,Volkswagen Polo 1.5,Volkswagen,2015,500000,30000,Diesel,Individual,Manual,Second Owner
428,Hyundai Grand i10,Hyundai,2015,400000,61690,Petrol,Dealer,Manual,First Owner
429,Hyundai i20 Asta,Hyundai,2015,600000,64484,Petrol,Dealer,Manual,First Owner
430,Audi Q5 2.0,Audi,2012,1350000,90000,Diesel,Individual,Automatic,Second Owner
431,Renault Duster 85PS,Renault,2013,400000,75976,Diesel,Dealer,Manual,Second Owner
432,Ford Figo Diesel,Ford,2011,220000,70000,Diesel,Individual,Manual,Second Owner
433,Honda Brio E,Honda,2012,300000,85962,Petrol,Dealer,Manual,Second Owner
434,Maruti Omni E,Maruti,2018,250000,120000,Petrol,Individual,Manual,First Owner
435,Honda Mobilio V,Honda,2015,600000,120000,Diesel,Individual,Manual,First Owner
436,Honda Brio S,Honda,2012,285000,75000,Petrol,Individual,Automatic,Second Owner
437,Honda Accord 2.4,Honda,2009,350000,57035,Petrol,Dealer,Manual,First Owner
438,Mahindra Bolero SLX,Mahindra,2011,170000,70000,Diesel,Individual,Manual,Third Owner
439,Ford Figo 1.2P,Ford,2015,229999,45000,Petrol,Individual,Manual,First Owner
440,Mahindra XUV500 W6,Mahindra,2013,500000,72104,Diesel,Dealer,Manual,Second Owner
441,Tata Nano Lx,Tata,2011,75000,15000,Petrol,Individual,Manual,First Owner
442,Hyundai i20 Active,Hyundai,2016,600000,30000,Petrol,Individual,Manual,First Owner
443,Tata Indigo LS,Tata,2011,220000,80000,Diesel,Individual,Manual,First Owner
444,Tata Indica Vista,Tata,2009,150000,164000,Diesel,Individual,Manual,Second Owner
445,Maruti Alto LX,Maruti,2006,65000,124439,Petrol,Individual,Manual,Second Owner
446,Maruti Zen VXI,Maruti,2006,120000,77000,Petrol,Individual,Manual,Second Owner
447,Maruti Swift Dzire,Maruti,2014,240000,90000,Diesel,Individual,Manual,First Owner
448,Renault KWID 1.0,Renault,2017,390000,30000,Petrol,Individual,Manual,First Owner
449,Chevrolet Beat LS,Chevrolet,2012,180000,50000,Petrol,Individual,Manual,First Owner
450,Maruti Swift VDI,Maruti,2012,320000,80000,Diesel,Individual,Manual,Second Owner
451,Maruti Alto 800,Maruti,2018,310000,5000,Petrol,Individual,Manual,First Owner
452,Maruti Wagon R,Maruti,2018,420000,24000,Petrol,Individual,Automatic,First Owner
453,Tata Tiago NRG,Tata,2019,550000,10000,Petrol,Individual,Manual,First Owner
454,Maruti Ertiga SHVS,Maruti,2016,550000,78000,Diesel,Individual,Manual,Third Owner
455,Mahindra TUV 300,Mahindra,2018,760000,50000,Diesel,Individual,Manual,First Owner
456,Maruti 800 AC,Maruti,2001,43000,100000,Petrol,Individual,Manual,Second Owner
457,Maruti Omni MPI,Maruti,2018,250000,20000,Petrol,Individual,Manual,First Owner
458,Hyundai Santro Magna,Hyundai,2019,500000,1250,Petrol,Individual,Manual,First Owner
459,Tata Zest Revotron,Tata,2015,380000,17152,Petrol,Individual,Manual,First Owner
460,Mahindra XUV500 W11,Mahindra,2019,1850000,5000,Diesel,Individual,Automatic,First Owner
461,Volkswagen Polo Diesel,Volkswagen,2012,350000,77000,Diesel,Individual,Manual,First Owner
462,Hyundai Verna CRDi,Hyundai,2008,195000,90000,Diesel,Individual,Manual,Second Owner
463,Chevrolet Beat LS,Chevrolet,2011,225000,80000,Petrol,Individual,Manual,Second Owner
464,Toyota Innova 2.5,Toyota,2015,1125000,65000,Diesel,Individual,Manual,First Owner
465,Tata Indica Vista,Tata,2011,133000,80000,Diesel,Individual,Manual,First Owner
466,Hyundai EON Era,Hyundai,2013,200000,24005,Petrol,Individual,Manual,First Owner
467,Maruti Vitara Brezza,Maruti,2018,940000,20000,Diesel,Individual,Manual,First Owner
468,Renault Duster 85PS,Renault,2014,400000,120000,Diesel,Individual,Manual,First Owner
469,Hyundai i10 Era,Hyundai,2009,120000,120000,Petrol,Individual,Manual,Second Owner
470,Maruti Swift Dzire,Maruti,2015,625000,80000,Diesel,Individual,Manual,First Owner
471,Maruti Swift 1.3,Maruti,2005,110000,80000,Petrol,Individual,Manual,First Owner
472,Renault Duster 110PS,Renault,2012,490000,100000,Diesel,Individual,Manual,First Owner
473,Maruti Alto LX,Maruti,2009,140000,120000,Petrol,Individual,Manual,Second Owner
474,Ford Figo Diesel,Ford,2011,175000,149000,Diesel,Individual,Manual,Second Owner
475,Maruti Wagon R,Maruti,2005,90000,65000,Petrol,Individual,Manual,Second Owner
476,Maruti Swift Ldi,Maruti,2009,275000,100000,Diesel,Individual,Manual,Second Owner
477,Volkswagen Vento Diesel,Volkswagen,2011,300000,65000,Diesel,Individual,Manual,Second Owner
478,Datsun GO Plus,Datsun,2018,270000,19000,Petrol,Individual,Manual,Second Owner
479,Chevrolet Beat LT,Chevrolet,2010,130000,80000,Petrol,Individual,Manual,Second Owner
480,Maruti Alto K10,Maruti,2015,275000,30000,Petrol,Individual,Manual,First Owner
481,Maruti Swift VDI,Maruti,2012,352000,109000,Diesel,Individual,Manual,First Owner
482,Hyundai EON LPG,Hyundai,2012,180000,90000,LPG,Individual,Manual,First Owner
483,Maruti Alto LX,Maruti,2012,150000,90000,Petrol,Individual,Manual,First Owner
484,Volkswagen Vento Diesel,Volkswagen,2011,300000,65000,Diesel,Individual,Manual,Second Owner
485,Maruti Swift Vdi,Maruti,2010,300000,110000,Diesel,Individual,Manual,Second Owner
486,Mahindra Bolero DI,Mahindra,2007,225000,120000,Diesel,Individual,Manual,First Owner
487,Honda Mobilio V,Honda,2014,600000,44000,Diesel,Individual,Manual,First Owner
488,Maruti Ertiga BSIV,Maruti,2015,500000,80000,Petrol,Individual,Manual,First Owner
489,Honda BR-V i-VTEC,Honda,2018,900000,5000,Petrol,Individual,Manual,First Owner
490,Hyundai i20 Magna,Hyundai,2016,600000,61000,Petrol,Individual,Manual,First Owner
491,Toyota Etios VD,Toyota,2011,450000,100000,Diesel,Individual,Manual,Second Owner
492,Hyundai i10 Era,Hyundai,2009,270000,27633,Petrol,Individual,Manual,First Owner
493,Maruti Swift Vdi,Maruti,2010,310000,100000,Diesel,Individual,Manual,Third Owner
494,Hyundai Santro Xing,Hyundai,2012,250000,100000,LPG,Individual,Manual,First Owner
495,Ford Figo 1.2P,Ford,2019,700000,12586,Petrol,Dealer,Manual,First Owner
496,Fiat Avventura Urban,Fiat,2018,650000,38083,Diesel,Dealer,Manual,First Owner
497,Ford Figo Diesel,Ford,2012,400000,55328,Diesel,Dealer,Manual,First Owner
498,Ford Figo Diesel,Ford,2012,425000,81632,Diesel,Dealer,Manual,First Owner
499,Ford Aspire Titanium,Ford,2016,600000,155201,Diesel,Dealer,Manual,First Owner
500,Ford EcoSport 1.5,Ford,2013,600000,93283,Diesel,Dealer,Manual,First Owner
501,Maruti Swift Ldi,Maruti,2009,300000,217871,Diesel,Dealer,Manual,First Owner
502,Ford Fiesta Classic,Ford,2012,450000,90165,Diesel,Dealer,Manual,First Owner
503,Ford Ecosport 1.5,Ford,2014,750000,101504,Diesel,Dealer,Manual,First Owner
504,Ford Figo Titanium,Ford,2010,325000,86017,Diesel,Dealer,Manual,Second Owner
505,Mahindra XUV500 W8,Mahindra,2013,900000,85036,Diesel,Dealer,Manual,Second Owner
506,Ford Ikon 1.3L,Ford,2006,180000,91086,Petrol,Dealer,Manual,Second Owner
507,Fiat Punto 1.3,Fiat,2013,350000,160254,Diesel,Dealer,Manual,Second Owner
508,Ford EcoSport 1.5,Ford,2013,600000,125531,Diesel,Dealer,Manual,Second Owner
509,Honda WR-V i-DTEC,Honda,2019,900000,60000,Diesel,Individual,Manual,First Owner
510,Skoda Laura L,Skoda,2006,350000,100000,Diesel,Individual,Manual,First Owner
511,Maruti Ritz LDi,Maruti,2013,280000,90000,Diesel,Individual,Manual,Third Owner
512,Mahindra Xylo D2,Mahindra,2009,225000,120000,Diesel,Individual,Manual,Second Owner
513,Honda City i,Honda,2014,520000,82000,Diesel,Individual,Manual,First Owner
514,Mahindra Scorpio 1.99,Mahindra,2016,509999,60000,Diesel,Individual,Manual,First Owner
515,Maruti Baleno Alpha,Maruti,2019,556000,24000,Petrol,Individual,Manual,First Owner
516,Tata Indigo Grand,Tata,2014,225000,120000,Diesel,Individual,Manual,First Owner
517,Honda Amaze EX,Honda,2013,325000,65000,Diesel,Dealer,Manual,First Owner
518,Maruti Swift VDI,Maruti,2013,365000,65000,Diesel,Dealer,Manual,First Owner
519,Hyundai Creta 1.6,Hyundai,2015,850000,84000,Diesel,Dealer,Manual,First Owner
520,Toyota Etios GD,Toyota,2013,350000,75000,Diesel,Dealer,Manual,First Owner
521,Maruti Swift VDI,Maruti,2007,225000,50000,Diesel,Dealer,Manual,First Owner
522,Maruti Alto LX,Maruti,2011,135000,50000,Petrol,Individual,Manual,First Owner
523,Maruti Wagon R,Maruti,2007,140000,49000,Petrol,Dealer,Manual,First Owner
524,Maruti SX4 S,Maruti,2016,665000,560000,Diesel,Dealer,Manual,First Owner
525,Renault KWID RXT,Renault,2015,275000,14365,Petrol,Dealer,Manual,First Owner
526,Toyota Fortuner 2.8,Toyota,2017,2750000,41000,Diesel,Individual,Automatic,First Owner
527,Hyundai Verna 1.6,Hyundai,2013,484999,65000,Diesel,Dealer,Manual,First Owner
528,Maruti Ciaz VDi,Maruti,2015,565000,65000,Diesel,Dealer,Manual,First Owner
529,Maruti Swift Dzire,Maruti,2013,425000,61083,Diesel,Dealer,Manual,First Owner
530,Toyota Innova 2.5,Toyota,2013,925000,75000,Diesel,Individual,Manual,First Owner
531,Mahindra Scorpio VLX,Mahindra,2012,565000,72000,Diesel,Dealer,Manual,First Owner
532,Renault Duster 110PS,Renault,2014,525000,65000,Diesel,Dealer,Manual,First Owner
533,Hyundai Tucson 2.0,Hyundai,2017,1650000,55000,Diesel,Dealer,Manual,First Owner
534,Hyundai EON Era,Hyundai,2015,295000,21000,Petrol,Dealer,Manual,Second Owner
535,Jaguar XF 5.0,Jaguar,2012,2050000,66363,Petrol,Dealer,Automatic,Second Owner
536,Hyundai Creta 1.6,Hyundai,2018,1475000,11700,Petrol,Dealer,Automatic,First Owner
537,Hyundai Verna VTVT,Hyundai,2017,1100000,10000,Petrol,Individual,Automatic,First Owner
